2016-01-23 10:27:10,027 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/mes/dev/git-sources/c3rm/paas-rm/res-mgr-common/src/main/resources
2016-01-23 10:27:10,029 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-01-23 10:27:10,029 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/mes/dev/git-sources/c3rm/paas-rm/res-mgr-common/src/test/resources
2016-01-23 10:27:10,234 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-01-23 10:27:10,234 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/mes/dev/git-sources/c3rm/paas-rm/res-mgr/src/main/resources
2016-01-23 10:27:10,237 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-01-23 10:27:10,237 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/mes/dev/git-sources/c3rm/paas-rm/res-mgr/src/test/resources
2016-01-23 10:27:10,265 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-01-23 10:27:10,267 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/mes/dev/git-sources/c3rm/paas-rm/res-web/src/main/resources
2016-01-23 10:27:10,269 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-01-23 10:27:10,269 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/mes/dev/git-sources/c3rm/paas-rm/res-web/src/test/resources
2016-01-23 10:27:34,617 [Worker-1] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Cleaning filtered folder for res-web
2016-01-23 10:27:34,930 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-01-23 10:27:34,931 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/mes/dev/git-sources/c3rm/paas-rm/res-mgr-common/src/main/resources
